,description,category
"('scrn_hr_help', 'screener_arm_1')_0.0",Likes helping others? ¿Le gusta ayudar a los demás?,Deep Phenotyping Assessments
"('scrn_hr_help', 'screener_arm_1')_1.0",Likes helping others? ¿Le gusta ayudar a los demás?,Deep Phenotyping Assessments
"('scrn_hr_help', 'screener_arm_1')_2.0",Likes helping others? ¿Le gusta ayudar a los demás?,Deep Phenotyping Assessments
"('scrn_hr_destroy', 'screener_arm_1')_0.0",Destroys things belonging to his/her family or others? ¿Destruye cosas que le pertenecen a su familia o a otras personas?,Deep Phenotyping Assessments
"('scrn_hr_destroy', 'screener_arm_1')_1.0",Destroys things belonging to his/her family or others? ¿Destruye cosas que le pertenecen a su familia o a otras personas?,Deep Phenotyping Assessments
"('scrn_hr_destroy', 'screener_arm_1')_2.0",Destroys things belonging to his/her family or others? ¿Destruye cosas que le pertenecen a su familia o a otras personas?,Deep Phenotyping Assessments
"('scrn_hr_steal', 'screener_arm_1')_0.0",Steals outside the home? ¿Roba fuera de casa?,Deep Phenotyping Assessments
"('scrn_hr_steal', 'screener_arm_1')_1.0",Steals outside the home? ¿Roba fuera de casa?,Deep Phenotyping Assessments
"('scrn_hr_sport', 'screener_arm_1')_0.0",Enjoys playing sports? ¿Disfruta participar en deportes?,Deep Phenotyping Assessments
"('scrn_hr_sport', 'screener_arm_1')_1.0",Enjoys playing sports? ¿Disfruta participar en deportes?,Deep Phenotyping Assessments
"('scrn_hr_sport', 'screener_arm_1')_2.0",Enjoys playing sports? ¿Disfruta participar en deportes?,Deep Phenotyping Assessments
"('scrn_hr_som', 'screener_arm_1')_0.0","Experiences physical problems that are without known medical cause; such as aches or pains, feeling sick, headaches, stomachaches, rashes, or vomiting? ¿Tiene problemas físicos sin causa médica conocida, como achaques o dolores, náuseas, dolores de cabeza, dolores de estómago, sarpullidos o vómitos?",Deep Phenotyping Assessments
"('scrn_hr_som', 'screener_arm_1')_1.0","Experiences physical problems that are without known medical cause; such as aches or pains, feeling sick, headaches, stomachaches, rashes, or vomiting? ¿Tiene problemas físicos sin causa médica conocida, como achaques o dolores, náuseas, dolores de cabeza, dolores de estómago, sarpullidos o vómitos?",Deep Phenotyping Assessments
"('scrn_hr_som', 'screener_arm_1')_2.0","Experiences physical problems that are without known medical cause; such as aches or pains, feeling sick, headaches, stomachaches, rashes, or vomiting? ¿Tiene problemas físicos sin causa médica conocida, como achaques o dolores, náuseas, dolores de cabeza, dolores de estómago, sarpullidos o vómitos?",Deep Phenotyping Assessments
"('scrn_hr_read', 'screener_arm_1')_0.0",Enjoys reading? ¿Disfruta leer?,Deep Phenotyping Assessments
"('scrn_hr_read', 'screener_arm_1')_1.0",Enjoys reading? ¿Disfruta leer?,Deep Phenotyping Assessments
"('scrn_hr_read', 'screener_arm_1')_2.0",Enjoys reading? ¿Disfruta leer?,Deep Phenotyping Assessments
"('scrn_hr_slowfriend', 'screener_arm_1')_0.0",Tends to be slow at making friends? ¿Suele tardarse en hacer amigos?,Deep Phenotyping Assessments
"('scrn_hr_slowfriend', 'screener_arm_1')_1.0",Tends to be slow at making friends? ¿Suele tardarse en hacer amigos?,Deep Phenotyping Assessments
"('scrn_hr_slowfriend', 'screener_arm_1')_2.0",Tends to be slow at making friends? ¿Suele tardarse en hacer amigos?,Deep Phenotyping Assessments
"('scrn_hr_stress', 'screener_arm_1')_0.0",Finds life to be stressful? ¿Considera que la vida es estresante?,Deep Phenotyping Assessments
"('scrn_hr_stress', 'screener_arm_1')_1.0",Finds life to be stressful? ¿Considera que la vida es estresante?,Deep Phenotyping Assessments
"('scrn_hr_stress', 'screener_arm_1')_2.0",Finds life to be stressful? ¿Considera que la vida es estresante?,Deep Phenotyping Assessments
"('scrn_hr_smoke', 'screener_arm_1')_0.0","Finally, one last question about you and your family. In the past six months, has anyone who lives with your child (e.g., you, a spouse or partner) smoked a cigarette, e-cigarette, or used any other type of tobacco? 
Para terminar, le haré una última pregunta acerca de usted y su familia. En los últimos seis meses, ¿alguna persona que viva con su hijo (p. ej., usted, un cónyuge o una pareja) ha fumado un cigarrillo o un cigarrillo electrónico, o ha consumido cualquier otro tipo de tabaco?",Deep Phenotyping Assessments
"('scrn_hr_smoke', 'screener_arm_1')_1.0","Finally, one last question about you and your family. In the past six months, has anyone who lives with your child (e.g., you, a spouse or partner) smoked a cigarette, e-cigarette, or used any other type of tobacco? 
Para terminar, le haré una última pregunta acerca de usted y su familia. En los últimos seis meses, ¿alguna persona que viva con su hijo (p. ej., usted, un cónyuge o una pareja) ha fumado un cigarrillo o un cigarrillo electrónico, o ha consumido cualquier otro tipo de tabaco?",Deep Phenotyping Assessments
"('scrn_select_language___1', 'screener_arm_1')_0.0","Enable Spanish translation? (1, Yes)",Deep Phenotyping Assessments
"('scrn_select_language___1', 'screener_arm_1')_1.0","Enable Spanish translation? (1, Yes)",Deep Phenotyping Assessments
"('scrn_twin_reg___1', 'screener_arm_1')_0.0","ABCD Intro Script (optional) (1, Twin Registry Script)",Deep Phenotyping Assessments
"('scrn_twin_reg___1', 'screener_arm_1')_1.0","ABCD Intro Script (optional) (1, Twin Registry Script)",Deep Phenotyping Assessments
"('scrn_twin_reg___2', 'screener_arm_1')_0.0","ABCD Intro Script (optional) ( 0, Non-Twin Registry Script)",Deep Phenotyping Assessments
"('scrn_twin_reg___2', 'screener_arm_1')_1.0","ABCD Intro Script (optional) ( 0, Non-Twin Registry Script)",Deep Phenotyping Assessments
"('scrn_braces', 'screener_arm_1')_0.0","Does (Child's name) have metal braces, spacers, or other dental appliances that cannot be removed? /¿(Nombre del menor) tiene aparatos de ortodoncia, espaciadores o otros aparatos dentales metálicos que no se puedan quitar?",Deep Phenotyping Assessments
"('scrn_braces', 'screener_arm_1')_1.0","Does (Child's name) have metal braces, spacers, or other dental appliances that cannot be removed? /¿(Nombre del menor) tiene aparatos de ortodoncia, espaciadores o otros aparatos dentales metálicos que no se puedan quitar?",Deep Phenotyping Assessments
"('scrn_surgery', 'screener_arm_1')_0.0",Has your child ever had surgery? /¿Alguna vez le han hecho alguna cirugía a su niño(a)?,Deep Phenotyping Assessments
"('scrn_surgery', 'screener_arm_1')_1.0",Has your child ever had surgery? /¿Alguna vez le han hecho alguna cirugía a su niño(a)?,Deep Phenotyping Assessments
"('scrn_claustrophob', 'screener_arm_1')_0.0",Does (Child's name) have serious problems with claustrophobia or being in small places? / ¿(Nombre del menor) tiene problemas serios de claustrofobia o para estar en lugares pequeños?,Deep Phenotyping Assessments
"('scrn_claustrophob', 'screener_arm_1')_1.0",Does (Child's name) have serious problems with claustrophobia or being in small places? / ¿(Nombre del menor) tiene problemas serios de claustrofobia o para estar en lugares pequeños?,Deep Phenotyping Assessments
"('scrn_percept', 'screener_arm_1')_0.0","Does (Child's name) have any vision, hearing, or coordination problems that would affect your child's understanding and responding to the tests, questionnaires, and brain scans? /¿(Nombre del menor) tiene algún problema visual, auditivo o de coordinación que pudiera afectar su comprensión de las pruebas, los cuestionarios y los estudios cerebrales y su capacidad de responder los mismos?",Deep Phenotyping Assessments
"('scrn_percept', 'screener_arm_1')_1.0","Does (Child's name) have any vision, hearing, or coordination problems that would affect your child's understanding and responding to the tests, questionnaires, and brain scans? /¿(Nombre del menor) tiene algún problema visual, auditivo o de coordinación que pudiera afectar su comprensión de las pruebas, los cuestionarios y los estudios cerebrales y su capacidad de responder los mismos?",Deep Phenotyping Assessments
"('scrn_medcond_other', 'screener_arm_1')_0.0",Has your child been diagnosed with any of the following serious medical or neurological conditions by a health professional? Any other serious medical or neurological conditions,Deep Phenotyping Assessments
"('scrn_medcond_other', 'screener_arm_1')_1.0",Has your child been diagnosed with any of the following serious medical or neurological conditions by a health professional? Any other serious medical or neurological conditions,Deep Phenotyping Assessments
"('scrn_birthcomp', 'screener_arm_1')_0.0",Were there any birth complications that resulted in (Child's name) being hospitalized for more than a month? /¿Hubo complicaciones en el parto que causaran que (nombre del menor) tuviera que estar hospitalizado(a) durante más de un mes?,Deep Phenotyping Assessments
"('scrn_birthcomp', 'screener_arm_1')_1.0",Were there any birth complications that resulted in (Child's name) being hospitalized for more than a month? /¿Hubo complicaciones en el parto que causaran que (nombre del menor) tuviera que estar hospitalizado(a) durante más de un mes?,Deep Phenotyping Assessments
"('scrn_commondx', 'screener_arm_1')_0.0","Has your child been diagnosed with... ADHD, Depression, Bipolar Disorder, Anxiety, Phobias / Trastorno por deficit de atención e hiperactividad (TDAH or ADHD), depresión, trastorno bipolar, ansiedad o fobias",Deep Phenotyping Assessments
"('scrn_commondx', 'screener_arm_1')_1.0","Has your child been diagnosed with... ADHD, Depression, Bipolar Disorder, Anxiety, Phobias / Trastorno por deficit de atención e hiperactividad (TDAH or ADHD), depresión, trastorno bipolar, ansiedad o fobias",Deep Phenotyping Assessments
"('scrn_asd', 'screener_arm_1')_0.0",Has your child been diagnosed with... Autism spectrum disorder / Trastorno del espectro autista,Deep Phenotyping Assessments
"('scrn_asd', 'screener_arm_1')_1.0",Has your child been diagnosed with... Autism spectrum disorder / Trastorno del espectro autista,Deep Phenotyping Assessments
"('scrn_psychdx_other', 'screener_arm_1')_0.0",Has your child been diagnosed with... Any other psychological or psychiatric diagnoses? / ¿Le han dado algún otro diagnóstico psicológico o psiquiátrico?,Deep Phenotyping Assessments
"('scrn_psychdx_other', 'screener_arm_1')_1.0",Has your child been diagnosed with... Any other psychological or psychiatric diagnoses? / ¿Le han dado algún otro diagnóstico psicológico o psiquiátrico?,Deep Phenotyping Assessments
"('scrn_tbi_scan', 'screener_arm_1')_0.0",Has (Child's name) ever had a head injury that resulted in getting a brain scan? / ¿Alguna vez tuvo (nombre del menor) una lesión en la cabeza que haya resultado en que le hicieran un estudio del cerebro?,Deep Phenotyping Assessments
"('scrn_tbi_scan', 'screener_arm_1')_1.0",Has (Child's name) ever had a head injury that resulted in getting a brain scan? / ¿Alguna vez tuvo (nombre del menor) una lesión en la cabeza que haya resultado en que le hicieran un estudio del cerebro?,Deep Phenotyping Assessments
"('scrn_brain_scn', 'screener_arm_1')_0.0",Has your doctor ever requested a brain scan for your child? /¿Su médico alguna vez le ha ordenado un estudio cerebral para su niño(a)?,Deep Phenotyping Assessments
"('scrn_brain_scn', 'screener_arm_1')_1.0",Has your doctor ever requested a brain scan for your child? /¿Su médico alguna vez le ha ordenado un estudio cerebral para su niño(a)?,Deep Phenotyping Assessments
"('zygos_quest___1', 'screener_arm_1')_0.0","Zygosity questions (optional) (1, Show Questions)",Deep Phenotyping Assessments
"('zygos_quest___1', 'screener_arm_1')_1.0","Zygosity questions (optional) (1, Show Questions)",Deep Phenotyping Assessments
"('scrn_status_2', 'screener_arm_1')_0.0",Screener Status,Deep Phenotyping Assessments
"('scrn_status_2', 'screener_arm_1')_3.0",Screener Status,Deep Phenotyping Assessments
"('sai_p_select_language___1', 'baseline_year_1_arm_1')_0.0","¿Español? (1, Sí)",Extracurricular
"('sai_p_select_language___1', 'baseline_year_1_arm_1')_1.0","¿Español? (1, Sí)",Extracurricular
"('sai_p_activities___0', 'baseline_year_1_arm_1')_0.0","(r) Please indicate whether your child has EVER participated in any of the following sports and activities continuously for 4 months or more (e.g., for a season in sports, or at least four months of lessons, group participation, etc). We will then ask you some follow-up questions about EACH of the sports or activities in which your child has participated. Indique si su niño(a) ha participado ALGUNA VEZ en cualquiera de los siguientes deportes o actividades continuamente por 4 meses o más (por ejemplo, por una temporada de deporte, o al menos 4 meses de lecciones, participación grupal, etc.). Luego le haremos algunas preguntas de seguimiento acerca de CADA UNO de los deportes o actividades en los cuales su niño(a) ha participado. (0, Ballet, Dance)",Extracurricular
"('sai_p_activities___0', 'baseline_year_1_arm_1')_1.0","(r) Please indicate whether your child has EVER participated in any of the following sports and activities continuously for 4 months or more (e.g., for a season in sports, or at least four months of lessons, group participation, etc). We will then ask you some follow-up questions about EACH of the sports or activities in which your child has participated. Indique si su niño(a) ha participado ALGUNA VEZ en cualquiera de los siguientes deportes o actividades continuamente por 4 meses o más (por ejemplo, por una temporada de deporte, o al menos 4 meses de lecciones, participación grupal, etc.). Luego le haremos algunas preguntas de seguimiento acerca de CADA UNO de los deportes o actividades en los cuales su niño(a) ha participado. (0, Ballet, Dance)",Extracurricular
"('sai_p_activities___1', 'baseline_year_1_arm_1')_0.0","(r) Please indicate whether your child has EVER participated in any of the following sports and activities continuously for 4 months or more (e.g., for a season in sports, or at least four months of lessons, group participation, etc). We will then ask you some follow-up questions about EACH of the sports or activities in which your child has participated. Indique si su niño(a) ha participado ALGUNA VEZ en cualquiera de los siguientes deportes o actividades continuamente por 4 meses o más (por ejemplo, por una temporada de deporte, o al menos 4 meses de lecciones, participación grupal, etc.). Luego le haremos algunas preguntas de seguimiento acerca de CADA UNO de los deportes o actividades en los cuales su niño(a) ha participado. ( 1,Baseball, Softballl)",Extracurricular
"('sai_p_activities___1', 'baseline_year_1_arm_1')_1.0","(r) Please indicate whether your child has EVER participated in any of the following sports and activities continuously for 4 months or more (e.g., for a season in sports, or at least four months of lessons, group participation, etc). We will then ask you some follow-up questions about EACH of the sports or activities in which your child has participated. Indique si su niño(a) ha participado ALGUNA VEZ en cualquiera de los siguientes deportes o actividades continuamente por 4 meses o más (por ejemplo, por una temporada de deporte, o al menos 4 meses de lecciones, participación grupal, etc.). Luego le haremos algunas preguntas de seguimiento acerca de CADA UNO de los deportes o actividades en los cuales su niño(a) ha participado. ( 1,Baseball, Softballl)",Extracurricular
