,Latent_Dim42,category,description
"('sai_ss_chess_nmonth_p', 'baseline_year_1_arm_1')_12.0",0.0,Extracurricular,"Competitive Games like Chess, Cards, or Darts: During the most active period, about how many months per year did your child participate?"
"('sai_ss_mma_nyr_p', 'baseline_year_1_arm_1')_1.0",0.0,Extracurricular,"Wresting, Mixed Martial Arts: For how many years did your child participate in this activity?"
"('sai_ss_mma_nmonth_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,"Wresting, Mixed Martial Arts: During the most active period, about how many months per year did your child participate?"
"('sai_ss_mma_perwk_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,"Wresting, Mixed Martial Arts: About how many days per week?"
"('sai_ss_chess_nmonth_p', 'baseline_year_1_arm_1')_6.0",0.0,Extracurricular,"Competitive Games like Chess, Cards, or Darts: During the most active period, about how many months per year did your child participate?"
"('sai_ss_chess_nmonth_p', 'baseline_year_1_arm_1')_4.0",0.0,Extracurricular,"Competitive Games like Chess, Cards, or Darts: During the most active period, about how many months per year did your child participate?"
"('sai_ss_chess_nmonth_p', 'baseline_year_1_arm_1')_3.0",0.0,Extracurricular,"Competitive Games like Chess, Cards, or Darts: During the most active period, about how many months per year did your child participate?"
"('sai_ss_chess_nmonth_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,"Competitive Games like Chess, Cards, or Darts: During the most active period, about how many months per year did your child participate?"
"('sai_ss_mma_perwk_p', 'baseline_year_1_arm_1')_3.0",0.0,Extracurricular,"Wresting, Mixed Martial Arts: About how many days per week?"
"('sai_ss_mma_tspent_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,"Wresting, Mixed Martial Arts: About how many minutes per session?"
"('sai_ss_chess_nyr_p', 'baseline_year_1_arm_1')_3.0",0.0,Extracurricular,"Competitive Games like Chess, Cards, or Darts: For how many years did your child participate in this activity?"
"('sai_ss_chess_nyr_p', 'baseline_year_1_arm_1')_2.0",0.0,Extracurricular,"Competitive Games like Chess, Cards, or Darts: For how many years did your child participate in this activity?"
"('sai_ss_chess_nyr_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,"Competitive Games like Chess, Cards, or Darts: For how many years did your child participate in this activity?"
"('sai_ss_crafts_nmonth_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,"Crafts like Knitting, Building Model Cars or Airplanes: During the most active period, about how many months per year did your child participate?"
"('sai_ss_mma_tspent_p', 'baseline_year_1_arm_1')_4.0",0.0,Extracurricular,"Wresting, Mixed Martial Arts: About how many minutes per session?"
"('sai_ss_vball_nyr_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,Volleyball
"('sai_ss_crafts_tspent_p', 'baseline_year_1_arm_1')_4.0",0.0,Extracurricular,"Crafts like Knitting, Building Model Cars or Airplanes: About how many minutes per session?"
"('sai_ss_crafts_tspent_p', 'baseline_year_1_arm_1')_3.0",0.0,Extracurricular,"Crafts like Knitting, Building Model Cars or Airplanes: About how many minutes per session?"
"('sai_ss_crafts_tspent_p', 'baseline_year_1_arm_1')_2.0",0.0,Extracurricular,"Crafts like Knitting, Building Model Cars or Airplanes: About how many minutes per session?"
"('sai_ss_crafts_tspent_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,"Crafts like Knitting, Building Model Cars or Airplanes: About how many minutes per session?"
"('sai_ss_crafts_perwk_p', 'baseline_year_1_arm_1')_3.0",0.0,Extracurricular,"Crafts like Knitting, Building Model Cars or Airplanes: About how many days per week?"
"('sai_ss_crafts_perwk_p', 'baseline_year_1_arm_1')_2.0",0.0,Extracurricular,"Crafts like Knitting, Building Model Cars or Airplanes: About how many days per week?"
"('sai_ss_crafts_perwk_p', 'baseline_year_1_arm_1')_1.0",0.0,Extracurricular,"Crafts like Knitting, Building Model Cars or Airplanes: About how many days per week?"
"('sai_ss_vball_nyr_p', 'baseline_year_1_arm_1')_1.0",0.0,Extracurricular,Volleyball
"('sai_ss_crafts_perwk_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,"Crafts like Knitting, Building Model Cars or Airplanes: About how many days per week?"
"('sai_ss_crafts_nmonth_p', 'baseline_year_1_arm_1')_12.0",0.0,Extracurricular,"Crafts like Knitting, Building Model Cars or Airplanes: During the most active period, about how many months per year did your child participate?"
"('sai_ss_art_tspent_p', 'baseline_year_1_arm_1')_2.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting: About how many minutes per session?"
"('sai_ss_art_tspent_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting: About how many minutes per session?"
"('ple_step_y', '1_year_follow_up_y_arm_1')_1.0",0.0,Life Events,Got new stepmother or stepfather?
"('sai_ss_art_perwk_p', 'baseline_year_1_arm_1')_7.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting: About how many days per week?"
"('sai_ss_music_tspent_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): About how many minutes per session?"
"('sai_ss_music_perwk_p', 'baseline_year_1_arm_1')_7.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): About how many days per week?"
"('sai_ss_yoga_perwk_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,"Yoga, Tai Chi: About how many days per week?"
"('sai_ss_yoga_perwk_p', 'baseline_year_1_arm_1')_1.0",0.0,Extracurricular,"Yoga, Tai Chi: About how many days per week?"
"('sai_ss_yoga_tspent_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,"Yoga, Tai Chi: About how many minutes per session?"
"('sai_ss_music_perwk_p', 'baseline_year_1_arm_1')_5.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): About how many days per week?"
"('sai_ss_music_perwk_p', 'baseline_year_1_arm_1')_4.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): About how many days per week?"
"('sai_ss_music_nyr_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): For how many years did your child participate in this activity?"
"('sai_ss_music_nyr_p', 'baseline_year_1_arm_1')_1.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): For how many years did your child participate in this activity?"
"('sai_ss_music_perwk_p', 'baseline_year_1_arm_1')_3.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): About how many days per week?"
"('sai_ss_music_nyr_p', 'baseline_year_1_arm_1')_2.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): For how many years did your child participate in this activity?"
"('sai_ss_music_perwk_p', 'baseline_year_1_arm_1')_2.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): About how many days per week?"
"('sai_ss_music_perwk_p', 'baseline_year_1_arm_1')_1.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): About how many days per week?"
"('sai_ss_music_perwk_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): About how many days per week?"
"('sai_ss_music_nmonth_p', 'baseline_year_1_arm_1')_12.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): During the most active period, about how many months per year did your child participate?"
"('sai_ss_music_nmonth_p', 'baseline_year_1_arm_1')_11.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): During the most active period, about how many months per year did your child participate?"
"('sai_ss_music_nmonth_p', 'baseline_year_1_arm_1')_10.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): During the most active period, about how many months per year did your child participate?"
"('sai_ss_music_nmonth_p', 'baseline_year_1_arm_1')_9.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): During the most active period, about how many months per year did your child participate?"
"('sai_ss_music_nmonth_p', 'baseline_year_1_arm_1')_8.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): During the most active period, about how many months per year did your child participate?"
"('sai_ss_music_nmonth_p', 'baseline_year_1_arm_1')_7.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): During the most active period, about how many months per year did your child participate?"
"('sai_ss_music_nmonth_p', 'baseline_year_1_arm_1')_6.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): During the most active period, about how many months per year did your child participate?"
"('sai_ss_music_nmonth_p', 'baseline_year_1_arm_1')_5.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): During the most active period, about how many months per year did your child participate?"
"('sai_ss_music_nmonth_p', 'baseline_year_1_arm_1')_4.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): During the most active period, about how many months per year did your child participate?"
"('sai_ss_music_nmonth_p', 'baseline_year_1_arm_1')_3.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): During the most active period, about how many months per year did your child participate?"
"('sai_ss_music_nmonth_p', 'baseline_year_1_arm_1')_2.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): During the most active period, about how many months per year did your child participate?"
"('sai_ss_music_nmonth_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): During the most active period, about how many months per year did your child participate?"
"('sai_ss_music_nyr_p', 'baseline_year_1_arm_1')_5.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): For how many years did your child participate in this activity?"
"('sai_ss_music_tspent_p', 'baseline_year_1_arm_1')_1.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): About how many minutes per session?"
"('sai_ss_music_tspent_p', 'baseline_year_1_arm_1')_2.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): About how many minutes per session?"
"('sai_ss_music_tspent_p', 'baseline_year_1_arm_1')_3.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): About how many minutes per session?"
"('sai_ss_art_nmonth_p', 'baseline_year_1_arm_1')_3.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting: During the most active period, about how many months per year did your child participate?"
"('sai_ss_art_perwk_p', 'baseline_year_1_arm_1')_5.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting: About how many days per week?"
"('sai_ss_art_perwk_p', 'baseline_year_1_arm_1')_4.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting: About how many days per week?"
"('sai_ss_art_perwk_p', 'baseline_year_1_arm_1')_3.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting: About how many days per week?"
"('sai_ss_art_perwk_p', 'baseline_year_1_arm_1')_2.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting: About how many days per week?"
"('sai_ss_art_perwk_p', 'baseline_year_1_arm_1')_1.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting: About how many days per week?"
"('sai_ss_art_perwk_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting: About how many days per week?"
"('sai_ss_art_nmonth_p', 'baseline_year_1_arm_1')_12.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting: During the most active period, about how many months per year did your child participate?"
"('sai_ss_art_nmonth_p', 'baseline_year_1_arm_1')_10.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting: During the most active period, about how many months per year did your child participate?"
"('sai_ss_art_nmonth_p', 'baseline_year_1_arm_1')_9.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting: During the most active period, about how many months per year did your child participate?"
"('sai_ss_art_nmonth_p', 'baseline_year_1_arm_1')_6.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting: During the most active period, about how many months per year did your child participate?"
"('sai_ss_art_nmonth_p', 'baseline_year_1_arm_1')_4.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting: During the most active period, about how many months per year did your child participate?"
"('sai_ss_yoga_nyr_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,"Yoga, Tai Chi: For how many years did your child participate in this activity?"
